[2026-04-21 20:50:58] === START MERGE BAZE DE DATE ===
[2026-04-21 20:50:58] Client CUI=18171186 deja existent, fără modificări
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2027-09-30 00:00:00 → 2027-09-30 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=DB4200043147 client CUI=42289665: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2027-04-01 00:00:00 → 2027-04-01 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2050-03-17 00:00:00 → 2050-03-17 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=CPE8091018460473 client CUI=41951224: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2027-04-01 00:00:00 → 2027-04-01 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2050-03-17 00:00:00 → 2050-03-17 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=CPE8091018460460 client CUI=41951224: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2027-04-01 00:00:00 → 2027-04-01 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2050-03-17 00:00:00 → 2050-03-17 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=CPE8091018460131 client CUI=41951224: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2027-04-11 → 2027-04-11 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2027-04-11 → 2027-04-11 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=AC80002896 client CUI=RO21098689: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2027-04-11 → 2027-04-11 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2027-04-11 → 2027-04-11 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=AC80002893 client CUI=RO21098689: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2027-04-11 → 2027-04-11 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2027-04-11 → 2027-04-11 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=AC80002895 client CUI=RO21098689: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2027-04-11 → 2027-04-11 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2027-04-11 → 2027-04-11 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=AC80002894 client CUI=RO21098689: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2027-03-15 00:00:00 → 2027-03-15 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2050-03-13 00:00:00 → 2050-03-13 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=DP10005164 client CUI=RO23919632: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2026-06-18 00:00:00 → 2026-06-18 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2026-10-14 00:00:00 → 2026-10-14 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=DB4200026304 client CUI=RO5490132: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2026-06-18 00:00:00 → 2026-06-18 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2026-09-17 00:00:00 → 2026-09-17 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=DB4200019661 client CUI=RO7484994: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2026-10-08 00:00:00 → 2026-10-08 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2026-10-08 00:00:00 → 2026-10-08 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=ZCM010459 client CUI=38635833: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2026-06-25 00:00:00 → 2026-06-25 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2026-10-29 00:00:00 → 2026-10-29 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=ZCM021561 client CUI=R14929360: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2026-06-25 00:00:00 → 2026-06-25 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2026-10-14 00:00:00 → 2026-10-14 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=DB4200019658 client CUI=RO669251: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2026-06-25 00:00:00 → 2026-06-25 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2026-10-14 00:00:00 → 2026-10-14 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=DB4200019660 client CUI=RO669251: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2026-06-25 00:00:00 → 2026-06-25 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2026-10-14 00:00:00 → 2026-10-14 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=DB4200019657 client CUI=RO669251: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2027-03-25 00:00:00 → 2027-03-25 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2027-10-14 00:00:00 → 2027-10-14 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=DB4200019659 client CUI=RO669251: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2026-06-25 00:00:00 → 2026-06-25 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2050-10-14 00:00:00 → 2050-10-14 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=M7MLTAA3202 client CUI=RO25264547: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2026-06-25 00:00:00 → 2026-06-25 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2026-10-14 00:00:00 → 2026-10-14 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=DB4200032713 client CUI=RO664033: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2026-06-24 00:00:00 → 2026-06-24 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2050-10-18 00:00:00 → 2050-10-18 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=DP10000978 client CUI=RO646533: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2026-06-25 00:00:00 → 2026-06-25 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2026-10-19 00:00:00 → 2026-10-19 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=DB4200031001 client CUI=RO663941: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2026-06-24 00:00:00 → 2026-06-24 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2026-10-22 00:00:00 → 2026-10-22 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=DB4100001179 client CUI=18171186: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2026-05-11 00:00:00 → 2026-05-11 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2026-10-15 00:00:00 → 2026-10-15 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=ZEX014719 client CUI=26327295: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2026-06-25 00:00:00 → 2026-06-25 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2026-10-28 00:00:00 → 2026-10-28 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=DB4200033530 client CUI=RO31223622: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2026-06-25 00:00:00 → 2026-06-25 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2050-10-28 00:00:00 → 2050-10-28 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=EC00001935 client CUI=RO5320103: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2026-11-07 00:00:00 → 2026-11-07 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2050-11-16 00:00:00 → 2050-11-16 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=PI2000021556 client CUI=RO21098689: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2026-11-07 00:00:00 → 2026-11-07 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2050-11-16 00:00:00 → 2050-11-16 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=PI2000021594 client CUI=RO21098689: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2026-11-07 00:00:00 → 2026-11-07 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2050-11-16 00:00:00 → 2050-11-16 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=PI2000021949 client CUI=RO21098689: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2026-11-07 00:00:00 → 2026-11-07 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2050-11-16 00:00:00 → 2050-11-16 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=PI2000021967 client CUI=RO21098689: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2027-03-18 00:00:00 → 2027-03-18 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2026-10-04 00:00:00 → 2026-10-04 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=ZCM033975 client CUI=19695197: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2026-10-15 00:00:00 → 2026-10-15 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2026-08-21 00:00:00 → 2026-08-21 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=DB4200066868 client CUI=RO23489004: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2026-10-15 00:00:00 → 2026-10-15 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2026-08-21 00:00:00 → 2026-08-21 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=DB4200066867 client CUI=RO23489004: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2026-10-15 00:00:00 → 2026-10-15 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2026-08-21 00:00:00 → 2026-08-21 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=DB4200066866 client CUI=RO23489004: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2027-02-24 00:00:00 → 2027-02-24 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2027-02-24 00:00:00 → 2027-02-24 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=AC90020357 client CUI=33381157: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2026-10-23 00:00:00 → 2026-10-23 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2026-10-23 00:00:00 → 2026-10-23 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=ZEX031666 client CUI=RO23175486: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2026-10-23 00:00:00 → 2026-10-23 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2026-10-23 00:00:00 → 2026-10-23 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=ZEX031671 client CUI=RO23175486: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2026-10-23 00:00:00 → 2026-10-23 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2026-10-23 00:00:00 → 2026-10-23 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=ZEX031672 client CUI=RO23175486: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2026-10-23 00:00:00 → 2026-10-23 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2026-10-23 00:00:00 → 2026-10-23 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=ZEX031673 client CUI=RO23175486: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2026-05-11 00:00:00 → 2026-05-11 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2027-03-25 00:00:00 → 2027-03-25 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=DP10005285 client CUI=RO41709558: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2026-06-25 00:00:00 → 2026-06-25 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2050-03-25 00:00:00 → 2050-03-25 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=DB4090005480 client CUI=RO41194249: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2026-06-25 00:00:00 → 2026-06-25 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2050-03-25 00:00:00 → 2050-03-25 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=DB4700015900 client CUI=RO41194249: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2026-05-11 00:00:00 → 2026-05-11 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2050-03-25 00:00:00 → 2050-03-25 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=DB4090018695 client CUI=RO41709558: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2026-06-25 00:00:00 → 2026-06-25 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2050-11-20 00:00:00 → 2050-11-20 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=DB090018690 client CUI=RO32853260: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2026-06-25 00:00:00 → 2026-06-25 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2050-10-14 00:00:00 → 2050-10-14 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=DB4090022444 client CUI=RO669251: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2026-06-25 00:00:00 → 2026-06-25 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2026-12-20 00:00:00 → 2026-12-20 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=DB4090029419 client CUI=RO6043531: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2026-04-10 00:00:00 → 2026-04-10 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2026-04-10 00:00:00 → 2026-04-10 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=DB4090032203 client CUI=RO46103845: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2027-04-16 → 2027-04-16 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2027-04-16 → 2027-04-16 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=DB4120005650 client CUI=42060580: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2026-12-03 00:00:00 → 2026-12-03 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2026-12-03 00:00:00 → 2026-12-03 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=DB4090040547 client CUI=RO32980956: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2027-05-14 → 2027-05-14 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2027-05-14 → 2027-05-14 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=DB4090033386 client CUI=RO17249520: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2026-01-30 00:00:00 → 2026-01-30 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2026-01-30 00:00:00 → 2026-01-30 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=DB4500021829 client CUI=47042274: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2026-08-30 00:00:00 → 2026-08-30 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2026-08-30 00:00:00 → 2026-08-30 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=ZEX065192 client CUI=RO15268789: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2026-06-30 00:00:00 → 2026-06-30 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2026-06-30 00:00:00 → 2026-06-30 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=DB4700032855 client CUI=RO2830183: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2026-06-04 00:00:00 → 2026-06-04 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2050-06-30 00:00:00 → 2050-06-30 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=CPE8091018460408 client CUI=RO23669528: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2026-06-25 00:00:00 → 2026-06-25 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2026-06-27 00:00:00 → 2026-06-27 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=DB4090024564 client CUI=37173167: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2027-01-16 00:00:00 → 2027-01-16 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2027-01-16 00:00:00 → 2027-01-16 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=DB4090029417 client CUI=RO10340271: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2026-07-02 00:00:00 → 2026-07-02 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2050-12-03 00:00:00 → 2050-12-03 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=DB4200095972 client CUI=RO32980956: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2026-08-04 00:00:00 → 2026-08-04 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2027-03-31 00:00:00 → 2027-03-31 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=DB4500020104 client CUI=35734182: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2026-05-19 00:00:00 → 2026-05-19 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2026-05-19 00:00:00 → 2026-05-19 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=DB4090034973 client CUI=RO46440697: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2026-05-30 00:00:00 → 2026-05-30 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2050-06-30 00:00:00 → 2050-06-30 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=CPE8091018460470 client CUI=49984413: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2026-06-11 00:00:00 → 2026-06-11 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2026-06-11 00:00:00 → 2026-06-11 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=DB4500021663 client CUI=RO15004787: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2026-06-07 00:00:00 → 2026-06-07 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2026-06-07 00:00:00 → 2026-06-07 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=DB4090024068 client CUI=RO10340271: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2026-05-24 00:00:00 → 2026-05-24 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2026-05-24 00:00:00 → 2026-05-24 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=DB4500021044 client CUI=48944739: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2026-05-29 00:00:00 → 2026-05-29 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2027-03-31 00:00:00 → 2027-03-31 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=DB4090024069 client CUI=34109984: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2027-04-24 → 2027-04-24 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2027-04-24 → 2027-04-24 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=ZEX064593 client CUI=37316992: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2026-04-24 00:00:00 → 2026-04-24 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2026-04-24 00:00:00 → 2026-04-24 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=DB4500020709 client CUI=49611864: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2027-03-31 00:00:00 → 2027-03-31 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2027-03-31 00:00:00 → 2027-03-31 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=ZEX064501 client CUI=30177200: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2026-11-20 00:00:00 → 2026-11-20 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2026-11-20 00:00:00 → 2026-11-20 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=ZEX063760 client CUI=47102449: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2026-03-31 00:00:00 → 2026-03-31 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2050-10-14 00:00:00 → 2050-10-14 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=CPE8091018460466 client CUI=38059951: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2026-09-17 00:00:00 → 2026-09-17 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2027-03-31 00:00:00 → 2027-03-31 00:00:00
[2026-04-21 20:50:59] Actualizat sediu Serie_Amef=ZEX063218 client CUI=48753631: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:50:59] Data_Exp_Abon protejat: 2026-05-19 00:00:00 → 2026-05-19 00:00:00
[2026-04-21 20:50:59] Data_Exp_Gprs protejat: 2026-05-19 00:00:00 → 2026-05-19 00:00:00
[2026-04-21 20:51:00] Actualizat sediu Serie_Amef=DB4090034793 client CUI=RO46440697: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:51:00] Data_Exp_Abon protejat: 2027-01-09 00:00:00 → 2027-01-09 00:00:00
[2026-04-21 20:51:00] Data_Exp_Gprs protejat: 2027-01-09 00:00:00 → 2027-01-09 00:00:00
[2026-04-21 20:51:00] Actualizat sediu Serie_Amef=DB4110009589 client CUI=10580150: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:51:00] Data_Exp_Abon protejat: 2027-03-25 00:00:00 → 2027-03-25 00:00:00
[2026-04-21 20:51:00] Data_Exp_Gprs protejat: 2054-03-04 00:00:00 → 2054-03-04 00:00:00
[2026-04-21 20:51:00] Actualizat sediu Serie_Amef=DB4090035367 client CUI=26454191: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:51:00] Data_Exp_Abon protejat: 2027-12-04 00:00:00 → 2027-12-04 00:00:00
[2026-04-21 20:51:00] Data_Exp_Gprs protejat: 2054-03-04 00:00:00 → 2054-03-04 00:00:00
[2026-04-21 20:51:00] Actualizat sediu Serie_Amef=CPE8091018460174 client CUI=43063827: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:51:00] Data_Exp_Abon protejat: 2027-03-27 00:00:00 → 2027-03-27 00:00:00
[2026-04-21 20:51:00] Data_Exp_Gprs protejat: 2027-03-27 00:00:00 → 2027-03-27 00:00:00
[2026-04-21 20:51:00] Actualizat sediu Serie_Amef=ZEX017270 client CUI=32594475: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:51:00] Data_Exp_Abon protejat: 2026-10-01 00:00:00 → 2026-10-01 00:00:00
